"Código SIEX";"Código asociación";"NIF";"Razón social";"Detalle";"CA";Fecha de alta;Fecha de modificación;Fecha de baja
"380";;"G12472569";"Naturvill, S. C. de Vilavella (La)";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"381";;"F12009114";"Coop. V. Rural, Coop. V. Rural, Coop. V. Rural de Moncófar";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"382";;"F12481693";"S.A.T. nº 9929 Valenciana de Exportación de Llosa (La)";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"383";;"F12009353";"Coop. Agrícola ""S. Isidro"" de Benicarló";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"384";;"F97005342";"S.A.T. ""La Comarcal"" CV nº 286 de Torrent";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"385";;"F46135091";"Cooperativa de Beniatjar Oli del Benicadell de Beniatjar";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"386";;"F53019071";"Cooperativa Mas de Roc Coop. V. de Ibi";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"387";;"F03014263";"Coop. Agrícola de Pego Coop. V. de Pego";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"388";;"F03014198";"Cooperativa del Campo Sta. Mª Magdalena de Novelda";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"389";;"F46026209";"Coop. V. ""San Pedro"" de Massanassa";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"390";;"F46076543";"Coop. Citrícola de la Safor Coop. V de Palma de Gandía";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"391";;"F46026126";"Coop. Agrícola ""Cristo del Milagro"" de Llosa de Ranes";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"392";;"F46026282";"Coop. V. San Pedro Apóstol de Moixent";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"393";;"F46025813";"Coop. Agrícola ""Stmo. Cristo de la Peña"" de Guadasuar";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"394";;"F96953484";"Coop. Aceites Ecológicos de la Serranía de Chelva";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"395";;"G12535266";"Coop. Les Alboredes de Jana (La)";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"396";;"F53125829";"Cooperativa Camp Vert Coop. V. de Elx";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"397";;"F46027264";"Coop. Valenciana Vitivinícola ""La Protectora"" de Sinarcas";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"398";;"F46027272";"Cooperativa de Sollana Coop. V. de Sollana";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"399";;"F96572342";"S.A.T. Nº 71 CV ""Laypove"" de Potries";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"400";;"F96138367";"Cooperativa V.  de Agricultores de El Palmar (Valencia)";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"401";;"F46439758";"Cooperativa Agrícola del Valle del Palancia Coop. V. de Sagunt";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"402";;"F46066445";"Cooperativa ""La Valldigna"" S. Coop. V. de Simat de Valldigna";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"403";;"F46024378";"Cooperativa Agrícola ""San Salvador"", Coop. V. de Alfarp";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"404";;"F46027330";"Cooperativa Valenciana del Camp ""Unió Cristiana"" de Sueca";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"405";;"F46026910";"Coop. Agrícola Ruicense ""Nª Sª del Milagro"" Coop.V. de Los Ruices (Requena)";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"406";;"F96127949";"Cheste Agraria Coop. V. de Cheste";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"407";;"F46024063";"Coop. V. La Protección Agrícola de Alberique";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"408";;"F12009635";"Coop. Agrícola San José Coop. V. de Burriana";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"409";;"F03014479";"Coop. Agrícola San Vicente Ferrer Coop. V. de Teulada";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"410";;"G53616942";"Asociación de Agricultores Vall de Travadell de Millena";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"411";;"F03014792";"Cooperativa San Cristóbal Coop. V de Cañada";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"412";;"F03014289";"Cooperativa Agrícola de Petrer";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"413";;"F46026928";"Coop. V. Agrícola ""La  Unión"" de La Portera (Requena)";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"414";;"F96476817";"S.A.T. Nº 9914 Madremía de Canals";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"415";;"F46219317";"Coop. Cofrudeca Coop. V. de Bèlgida";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"416";;"F46024006";"Agrícola S.C.J. De Albal, Coop. V. de Albal";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"417";;"F46073888";"Cooperativa Agrícola de Barxeta, Coop. V. de Barxeta";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"418";;"F96209556";"COVIBEX, Coop. V. de Chiva";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"419";;"F46025649";"Cooperativa Vinícola ""La Viña"", Coop. V. de Font de la Figuera (La)";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"420";;"F46101192";"Cooperativa ""La Constancia"" de Pobla de Vallbona (La)";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"421";;"F46031662";"Cooperativa Virgen del Carmen, Coop. V. de Las Monjas (Venta del Moro)";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"422";;"F46026084";"Cooperativa del Camp de Llutxent-Otos, C.V. de Llutxent";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"423";;"G97283956";"Asociación Viñedo Integrado de Fontanars dels Alforins";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"424";;"F12351193";"Artanfrut, Coop. V. de Artana";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"425";;"F12009403";"Cooperativa Agraria San Isidro, Coop. V. de Cervera del Maestre";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"426";;"F12009494";"Cooperativa Agrícola San Isidro, Coop. V. de Segorbe";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"427";;"F46026647";"Coop. Agr. San Isidro Labrador, Coop. V, de Picassent";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"428";;"F96680160";"Consorcio Cooperativo L'Horta, Coop. V. de Torrent";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"429";;"F46024493";"Coanna, Coop. V. de Anna";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"430";;"F12009106";"Coop. Agr. La Junquera de Chilches";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"431";;"F12008892";"Cooperativa Valenciana Agrícola de Betxí de Betxí";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"432";;"F03145398";"S. Coop. A. Prov. Montaña de Alicante de Muro de Alcoy";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"433";;"F46025003";"Agrícola San José - Carcaixent C.V. ""AGRICAR"" de Carcaixent";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"434";;"F12009544";"Coop. Ag. San Isidro, Coop. V. de Vall d'Uixó";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"435";;"F03014107";"Coop. V. Virgen Pobre de Jalón de Jalón";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"436";;"F54341565";"Surinver Hortofrutícola SC de Pilar de la Horadada";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"437";;"F46038881";"Agrícola de Catadau S. Coop. V. Ltda. de Catadau";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"438";;"F03015138";"Bodega Sta. Catalina Mañan de Monóvar";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"439";;"V98111743";"Las Salinas de Riba-roja del Turia";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"440";;"F46024303";"Coop. Agr. Ntra. Sra. de Loreto de Alcudia (L')";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"441";;"F46026696";"Vitivinícola Coop. V. de Pobla del Duc (La)";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"442";;"F97222079";"SAT 364 CV Novacitrus de Oliva";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"443";;"F46025482";"La Unión Chivana Coop. V. de Chiva";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"444";;"F12236634";"Oleolícola Serrana del Palancia, Coop. V. de Viver";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"445";;"F03013950";"Del campo ilicitana Coop. V. de Elx";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"446";;"F12009734";"San Juan Bautista Coop. Ag. V. de San Juan de Moro";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"447";;"F46108882";"Agrícola Coop. V. de Bétera";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"448";;"F03013919";"Agrícola Católica Coop. V. de Cocentaina";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"449";;"F46027454";"Citruscoop San Luis Beltrán SCV de Torrent";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"450";;"B97090781";"Natural de Montaña SL de Anna";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"451";;"F46025532";"CampoEnguera Coop. V. de Enguera";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"452";;"F46029062";"Coop. del Camp de Villanueva de Castellón";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"453";;"F46031050";"Cooperativa Coviñas Coop. V. de Requena";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"454";;"F03014321";"Cooperativa Agrícola  Coop. V. de Planes";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"455";;"F12009056";"Cooperativa Agrícola el Progreso de Traiguera";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"456";;"F12009668";"Cooperativa Agrícola Sant Josep de Nules";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"457";;"F12009197";"Cooperativa Ntra. Sra.de la Esperanza de Onda";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"458";;"F46074746";"Cooperativa La Inmaculada de Casas de Eufemia (Requena)";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"459";;"F46025334";"Cullercoop Coop. V de Cullera";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"460";;"F12654596";"San Alfonso Coop. V. de Betxí";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"461";;"F12009262";"Cooperativa Agrícola San Bartolomé de Adzaneta del Maestrat";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"462";;"F12009213";"Sdo. Corazón de Jesús, Coop. V de Altura";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"463";;"F46027587";"Cooperativa V. Del Campo San José Obrero de Casas de Utiel";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"464";;"F46030052";"Agrícola San Miguel Coop. V. de Bellreguard";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"465";;"F12010658";"Sociedad de Exportación de Agrios nº 2 Coop. V. de Moncófar";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"466";;"F03061066";"Cooperativa Valenciana Agrícola de Monforte del Cid";"ATRIA";"COMUNIDAD VALENCIANA";26/12/2023;;
"467";"1001";"F06012199";"SDAD. COOP. TORREMEGIANA SAN ISIDRO LABRADOR PELICHE";"Sociedad cooperativa torremejiana ""san isidro labrador"" peliche (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"468";"1002";"F06012355";"COOP. NTRA. SRA. DE PERALES";"COOPERATIVA  NUESTRA SEÑORA DE PERALES (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"469";"1003";"F06003362";"SDAD. COOP. VIRGEN DE LA ESTRELLA";"SDAD. COOP. VIRGEN DE LA ESTRELLA (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"470";"1004";"F06010490";"COOP. NTRA. SRA. DE LA CABEZA";"ATESVE SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE LA CABEZA (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"471";"1005";"F06003305";"SDAD. COOP. NTRA. SRA. DE MONTEVIRGEN";"Sociedad cooperativa montevirgen (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"472";"1006";"F06009740";"NTRA. SRA. DE LA SOLEDAD SOC. COOP.";"Sdad. coop. ntra. sra. de la soledad (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"473";"1007";"F06011035";"SANTA MARÍA MAGDALENA DE SOLANA DE LOS BARROS S.C.L.";"AGROSOLA ( COOPERATIVA SANTA MARIA MAGDALENA) (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"474";"1008";"F06294169";"VIÑAOLIVA SDAD. COOP.";"Viñaoliva soc coop (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"475";"1009";"F06011076";"SDAD. COOP. SANTA MARÍA EGIPCIACA";"Sdad coop santa maria egipciaca (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"476";"1010";"F06004949";"SDAD. COOP. SAN ISIDRO DE ENTRÍN";"S. coop. san isidro de entrín (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"477";"1011";"F06003404";"SDAD. COOP. AGRÍCOLA SANTA MARTA VIRGEN";"Cooperativa santa marta virgen (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"478";"1012";"F06380224";"TIERRAS LLANAS DE LA ALBUERA S.C.L.";"Tierras llanas de la albuera s.c.l. (Viñedo)";"EXTREMADURA";26/12/2023;;
"479";"1013";"F06003206";"SDAD. COOP. SAN ISIDRO DE VILLAFRANCA";"Sdad. coop. san isidro de villafranca (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"480";"1014";"F06003446";"SDAD. COOP. AGRÍCOLA-VINÍCOLA EXTREMEÑA SAN JOSÉ";"Soc. Coop. AGRÍCOLA VINÍCOLA EXTREMEÑA ""SAN JOSÉ"" (Viñedo)";"EXTREMADURA";26/12/2023;;
"481";"2001";"G10382612";"UNION AGRICULTORES Y GANADEROS LA UNION ";"La union de agricultores y ganaderos de extremadura (Olivar)";"EXTREMADURA";26/12/2023;;
"482";"2002";"F06015556";"SDAD. COOP. LTDA. DE HORNACHOS";"ACEITES CASTILLO DE HORNACHOS (Olivar)";"EXTREMADURA";26/12/2023;;
"483";"2003";"F10229599";"APROCEX S.C.L.";"APROCEX (Olivar y Frutal secano y castaño)";"EXTREMADURA";26/12/2023;;
"484";"2004";"F06133672";"LA MILAGROSA DE MONTERRUBIO S.C.L.";"LA MILAGROSA DE MONTERRUBIO, SCL (Olivar)";"EXTREMADURA";26/12/2023;;
"485";"2005";"G06274146";"UNIÓN EXTREMEÑA DEL OLIVAR";"UNIÓN extremeña del olivar (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"486";"2006";"F06003065";"COOP. DEL CAMPO SAN ISIDRO DE VALENCIA DEL VENTOSO";"SDAD. COOP. DEL CAMPO SAN ISIDRO DE VALENCIA DEL VENTOSO (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"487";"2007";"F06003958";"SAN AGUSTIN DE OBANDO S.C.L.";"Aan agustin de obando scdad coop ltda (Olivar)";"EXTREMADURA";26/12/2023;;
"488";"2008";"V06034235";"CASAT COMERCIAL AGROPECUARIA S.A.T. 5851";"COMERCIAL AGROPECUARIA SAT CASAT - OLIVAR (Olivar)";"EXTREMADURA";26/12/2023;;
"489";"2009";"G06291520";"U.P.A. - UCE. EXTREMADURA";"SALVALEÓN-BARCARROTA II (Olivar y Frutal secano y castaño)";"EXTREMADURA";26/12/2023;;
"490";"2010";"F06011795";"SDAD. COOP. CORAZÓN DE JESÚS";"SOCIEDAD COOPERATIVA CORAZON DE JESUS (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"491";"2011";"F06003016";"SDAD. COOP. DE OLIVAREROS DE RIBERA DEL FRESNO";"COOPERATIVA DE OLIVAREROS Y VITICULTORES (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"492";"2012";"G06124309";"UNEXCA-UNION EXTREMEÑA DE COOP. AGRARIAS ";"COOPERATIVAS AGRO-ALIMENTARIAS DE EXTREMADURA, UNIÓN DE COOP. (Olivar)";"EXTREMADURA";26/12/2023;;
"493";"2013";"F06132757";"COOP. OLIVARERA CABEZA DEL BUEY";"Atesve cooperativa Olivarera Cabeza del buey (Olivar)";"EXTREMADURA";26/12/2023;;
"494";"2014";"F06004576";"S.C.L. SAN PEDRO DE GUAREÑA";"El castuo (Viñedo y Olivar)";"EXTREMADURA";26/12/2023;;
"495";"2015";"F10020154";"ACEITUNERA DEL NORTE DE CÁCERES S.C.L. ACENORCA.";"Acenorca (Olivar)";"EXTREMADURA";26/12/2023;;
"496";"2016";"F06015283";"SDAD. COOP. LTDA. DEL CAMPO ""SAN ISICRO DE MONESTERIO""";"OLIVAR DE TENTUDIA (Olivar)";"EXTREMADURA";26/12/2023;;
"497";"2017";"G06291520";"U.P.A. - UCE. EXTREMADURA";"ATESVE OLIVAR UPA-UCE ZALAMEA DE LA SERENA (Olivar)";"EXTREMADURA";26/12/2023;;
"498";"2018";"F06002828";"SDAD. COOP. DEL CAMPO LA UNIDAD";"LA UNIDAD II (Olivar)";"EXTREMADURA";26/12/2023;;
"499";"2019";"F06029466";"EL LÁCARA S.C.L.";"Atesve ""el lacara"" (Olivar)";"EXTREMADURA";26/12/2023;;
"500";"2020";"F10015063";"COOP. DEL CAMPO SAN FRANCISCO JAVIER";"COOPERATIVA SAN FRANCISCO JAVIER (SAN KIKO) (Olivar)";"EXTREMADURA";26/12/2023;;
"501";"2021";"G06361711";"APAG EXTREMADURA ASAJA";"APAG EXTREMADURA ASAJA TALARRUBIA";"EXTREMADURA";26/12/2023;;
"502";"2022";"G06361711";"APAG EXTREMADURA ASAJA";"APAG EXTREMADURA ASAJA CAMPIÑA SUR";"EXTREMADURA";26/12/2023;;
"503";"2023";"F06002828";"SDAD. COOP. DEL CAMPO LA UNIDAD";"ATESVE LA UNIDAD III";"EXTREMADURA";26/12/2023;;
"504";"2024";"G06274146";"UNIÓN EXTREMEÑA DEL OLIVAR";"UNOLIVAR ALMENDRAL";"EXTREMADURA";26/12/2023;;
"505";"3001";"G10431039";"ASOC MUJERES RURALES LA ENCINA ";"ASOCIACIÓN de mujeres rurales la encina (Hortícola )";"EXTREMADURA";26/12/2023;;
"506";"3002";"F06013775";"SDAD. COOP. SAN JOSE DE CALAMONTE ";"SDAD. COOPERATIVA LIMITADA DEL CAMPO SAN JOSE DE CALAMONTE (Olivar y Hortícola )";"EXTREMADURA";26/12/2023;;
"507";"3003";"F10021343";"SAN ISIDRO DE MIAJADAS S.C.L.";"TOMATE SAN ISIDRO DE MIAJADAS (Hortícola )";"EXTREMADURA";26/12/2023;;
"508";"3004";"F06028773";"COOP. DEL CAMPO SAN MIGUEL DE VIVARES";"ATESVE MIJUAN (Hortícola )";"EXTREMADURA";26/12/2023;;
"509";"3005";"F06036180";"SDAD. COOP. DE LA SANTA CRUZ";"Sociedad cooperativa limitada del campo de la santa cruz II (Olivar y Hortícola )";"EXTREMADURA";26/12/2023;;
"510";"3006";"V06034235";"CASAT COMERCIAL AGROPECUARIA S.A.T. 5851";"COMERCIAL AGROPECUARIA SAT CASAT - HORTICOLAS (Hortícola )";"EXTREMADURA";26/12/2023;;
"511";"3007";"F06009898";"SDAD. COOP. AMALIA DE SAJONIA";"Amalia de sajonia (Hortícola )";"EXTREMADURA";26/12/2023;;
"512";"3008";"G06291520";"U.P.A. - UCE. EXTREMADURA";"UPA-UCE EXTREMADURA (Hortícola )";"EXTREMADURA";26/12/2023;;
"513";"3009";"G06124309";"UNEXCA-UNION EXTREMEÑA DE COOP. AGRARIAS ";"COOPERATIVAS AGRO-ALIMENTARIAS DE EXTREMADURA, UNIÓN DE COOP. (Hortícola )";"EXTREMADURA";26/12/2023;;
"514";"3010";"F06302160";"ALGORCHA SDAD. COOP.";"Algorcha, s.c.l. segundo grado (Hortícola )";"EXTREMADURA";26/12/2023;;
"515";"3011";"F06019608";"COLONOS DE GÉVORA SDAD. COOP.";"COLONOS DE GEVORA (Hortícola  y Maíz y leguminosas de regadío)";"EXTREMADURA";26/12/2023;;
"516";"3012";"F06021976";"SDAD. COOP. SAN VALERIANO EXTREMEÑO";"San valeriano extremeño (Hortícola  y Pimiento para industria)";"EXTREMADURA";26/12/2023;;
"517";"3013";"F06037386";"ALDEA DEL CONDE SDAD. COOP. LTDA.";"ALDEA DEL CONDE S.C.L. (Hortícola )";"EXTREMADURA";26/12/2023;;
"518";"3014";"F10149441";"SDAD. COOP. TABAQUERA UNEXTA";"SOCIEDAD COOPERATIVA UNEXTA (Hortícola y Tabaco)";"EXTREMADURA";26/12/2023;;
"519";"3015";"F10189751";"UCONOR SDAD. COOP. LTDA.";"UCONOR, SCL (Hortícola  y Maíz y leguminosas de regadío)";"EXTREMADURA";26/12/2023;;
"520";"3016";"F06139109";"ACOPAEX SDAD. COOP.";"ACOPAEX HORTICOLAS VEGAS ALTAS II";"EXTREMADURA";26/12/2023;;
"521";"3017";"F06139109";"ACOPAEX SDAD. COOP.";"ACOPAEX HORTICOLAS VEGAS BAJAS";"EXTREMADURA";26/12/2023;;
"522";"3018";"F06139109";"ACOPAEX SDAD. COOP.";"ACOPAEX HORTICOLAS VEGAS ALTAS I";"EXTREMADURA";26/12/2023;;
"523";"3019";"F06139109";"ACOPAEX SDAD. COOP.";"ACOPAEX HORTICOLAS VILLANUEVA I";"EXTREMADURA";26/12/2023;;
"524";"3020";"F06139109";"ACOPAEX SDAD. COOP.";"ACOPAEX HORTICOLAS VILLANUEVA II";"EXTREMADURA";26/12/2023;;
"525";"3022";"F06010912";"RIO BÚRDALO SDAD. COOP. DEL CAMPO";"ATESVE RIO BURDALO";"EXTREMADURA";26/12/2023;;
"526";"3023";"F06139109";"ACOPAEX SOC. COOP. ";"ACOPAEX HORTICOLAS VILLANUEVA III";"EXTREMADURA";26/12/2023;;
"527";"3024";"F06139109";"ACOPAEX SOC. COOP.";"ACOPAEX HORTICOLAS VEGAS BAJAS II";"EXTREMADURA";26/12/2023;;
"528";"4001";"F06614945";"EXPLUM SDAD. COOP.";"EXPLUM SDAD. COOP. (Frutal regadío)";"EXTREMADURA";26/12/2023;;
"529";"4002";"F25350604";"LEMA, S.C.L. ";"LEMA SCL (Hortícola  y Frutal regadío)";"EXTREMADURA";26/12/2023;;
"530";"4003";"G06124309";"UNEXCA-UNION EXTREMEÑA DE COOP. AGRARIAS ";"COOPERATIVAS AGRO-ALIMENTARIAS DE EXTREMADURA, UNION DE COOP. (Frutal regadío)";"EXTREMADURA";26/12/2023;;
"531";"4004";"F06031801";"VEGAS DE PUEBLONUEVO S.C.L.";"Vegas de pueblonuevo (Hortícola  y Frutal regadío)";"EXTREMADURA";26/12/2023;;
"532";"4005";"V10197861";"S.A.T. CAMPOS DE ALAGÓN";"SAT CAMPOS DEL ALAGON (Hortícola  y Frutal regadío)";"EXTREMADURA";26/12/2023;;
"533";"4006";"F06139109";"ACOPAEX SDAD. COOP.";"ACOPAEX FRUTALES VEGAS BAJAS";"EXTREMADURA";26/12/2023;;
"534";"4007";"F06139109";"ACOPAEX SDAD. COOP.";"ACOPAEX FRUTALES VEGAS ALTAS";"EXTREMADURA";26/12/2023;;
"535";"4008";"G06724538";"ADEVEFRU";"ADEVEFRU";"EXTREMADURA";26/12/2023;;
"536";"4010";"G06725790";"ASONCIACION ATESVE ENTRERRIOS (Nº AGRUPACION 322) ";"ATESVE ENTRERRIOS";"EXTREMADURA";26/12/2023;;
"537";"4011";"F06183628";"COOFRUITS S.C.L.";"COOFRUITS Canal Montijo";"EXTREMADURA";26/12/2023;;
"538";"4012";"F06183628";"COOFRUITS S.C.L.";"COOFRUITS Canal Zujar";"EXTREMADURA";26/12/2023;;
"539";"4013";"F06039598";"NTRA. SRA. DE LA CARIDAD SDAD. COOP. LTDA.";"ATESVE LA CARIDAD";"EXTREMADURA";26/12/2023;;
"540";"4014";"F06003990";"CREX";"CREX Machal";"EXTREMADURA";26/12/2023;;
"541";"4015";"F06003990";"CREX";"CREX Zurbarán";"EXTREMADURA";26/12/2023;;
"542";"4016";"F06003990";"CREX";"CREX Valdivia";"EXTREMADURA";26/12/2023;;
"543";"4017";"F06003990";"CREX";"CREX Encomienda";"EXTREMADURA";26/12/2023;;
"544";"4018";"G10486264";"AGRUPACION DE AGRICULTORES VEGAS ALTAS ";"AGRUPACION DE AGRICULTORES VEGAS ALTAS";"EXTREMADURA";26/12/2023;;
"545";"4019";"F06451165";"FRUTAS SALUD SOCIEDAD COOPERATIVA";"FRUTAS SOL DE BADAJOZ";"EXTREMADURA";26/12/2023;;
"546";"4020";"V06125181";"PRODUCTORES DE ALMENDRAS, SAT";"ATESVE ALMENDROS DE EXTREMADURA";"EXTREMADURA";26/12/2023;;
"547";"4021";"G06361711";"APAG EXTREMADURA ASAJA";"ASAJA ALMENDROS TIERRA DE BARROS";"EXTREMADURA";26/12/2023;;
"548";"5001";"G10469997";"ASOC. DE PRODUCTORES DE CASTAÑA DE LAS VILLUERCAS ";"ATESVE DEL CASTAÑO DE VILLUERCAS-IBORES  (Frutal secano y castaño)";"EXTREMADURA";26/12/2023;;
"549";"5002";"F10023539";"COOP. DEL CAMPO SAN MIGUEL Y SANTA LUCÍA";"Coop. san miguel de cabrero y sta lucia de valdastillas (Cerezo)";"EXTREMADURA";26/12/2023;;
"550";"5003";"F10023208";"SDAD. COOP. LTDA. SAN JOSÉ";"S.C.L. san jose (Cerezo)";"EXTREMADURA";26/12/2023;;
"551";"5004";"F10021939";"COOP. NTRA. SRA PEÑAS ALBAS";"Asesoramiento tecnico cerezo el valle cabezuela-coadena (Cerezo)";"EXTREMADURA";26/12/2023;;
"552";"5005";"F10023513";"SDAD. COOP. LTDA. SAN ROQUE";"ATESVE CASAS-JERTE-TORNAVACAS (Cerezo)";"EXTREMADURA";26/12/2023;;
"553";"5006";"F10026128";"AGRUPACIÓN COOP. VALLE DEL JERTE S.C.L.";"BERRIES (Frambuesa y pequeños frutos )";"EXTREMADURA";26/12/2023;;
"554";"5007";"F10026128";"AGRUPACIÓN COOP. VALLE DEL JERTE S.C.L.";"Atesve higuera-castaño (Frutal secano y castaño)";"EXTREMADURA";26/12/2023;;
"555";"5008";"F10019925";"SAN LORENZO DE GARGANTA LA OLLA S.C.L.";"SAN LORENZO GARGANTA LA OLLA scl (Cerezo)";"EXTREMADURA";26/12/2023;;
"556";"5009";"F10017861";"SDAD. COOP. LTADA. SAN LUCAS DE EL TORNO";"S.C.L. SAN LUCAS DE EL TORNO (Cerezo)";"EXTREMADURA";26/12/2023;;
